Note,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION
breast reduction procedure,1,0,0,0,0,0,0,0
sexual flavors,1,0,0,0,0,0,0,0
bombs,1,0,0,0,0,0,0,0
beer treats babe,1,0,0,0,0,0,0,0
sexual services,1,0,0,0,0,0,0,0
fighting fight,1,0,0,0,0,0,0,0
justin dumbass,1,0,0,0,0,0,0,0
boobies,1,0,0,0,0,0,0,0
pimp stuff,1,0,0,0,0,0,0,0
sexual contact,1,0,0,0,0,0,0,0
girl scout yearly dues last year adult registration,1,0,0,0,0,0,0,0
singing asses,1,0,0,0,0,0,0,0
ally coming lost lands,1,0,0,0,0,0,0,0
hahaha fuc 400 bish,1,0,0,0,0,0,0,0
boobies,1,0,0,0,0,0,0,0
boobies,1,0,0,0,0,0,0,0
dumbass night,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0
fuk baby,1,0,0,0,0,0,0,0
dean cheap bastard,1,0,0,0,0,0,0,0
refund payment brothel,1,0,0,0,0,0,0,0
refund brothel payment churros,1,0,0,0,0,0,0,0
mason jar bicth also lowkey homophobia go guess,1,0,0,0,0,0,0,0
blow,1,0,0,0,0,0,0,0
thank guys working asses little extra,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
blow baby,1,0,0,0,0,0,0,0
house waffles adult beverage,1,0,0,0,0,0,0,0
bc irresponsible adult misplaces card,1,0,0,0,0,0,0,0
pa pa pass da hook,1,0,0,0,0,0,0,0
sexual acts,1,0,0,0,0,0,0,0
bomb toast,1,0,0,0,0,0,0,0
ty food bomb boba,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
hook,1,0,0,0,0,0,0,0
vegas bombs uber,1,0,0,0,0,0,0,0
blow,1,0,0,0,0,0,0,0
ur butthead,1,0,0,0,0,0,0,0
two bros chillin hot tub 5 feet apart cuz gay,1,0,0,0,0,0,0,0
adult toys,1,0,0,0,0,0,0,0
ron face cocktail waitresses breast,1,0,0,0,0,0,0,0
happy birthday cousin grab couple adult sodas,1,0,0,0,0,0,1,0
tickle fight cover charge,1,0,0,0,0,0,0,0
book hook,1,0,0,0,0,0,0,0
hummer rides,1,0,0,0,0,0,0,0
dickhead,1,0,0,0,0,0,0,0
would win fight one elephantsized duck 100 ducksized elephants,1,0,0,0,0,0,0,0
adult beverages,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
irish car bomb,1,0,0,0,0,0,0,0
thanks spotting home goods one time fight old lady,1,0,0,0,0,0,0,0
gay marriage legalized massachusetts 2008,1,0,0,0,0,0,0,0
hook veins,1,0,0,0,0,0,0,0
u dumbass,1,0,0,0,0,0,0,0
cheap bastard,1,0,0,0,0,0,0,0
chichis strippers,1,0,0,0,0,0,0,0
bjs,1,0,0,0,0,0,0,0
gay stuff,1,0,0,0,0,0,0,0
dumbass lmao,1,0,0,0,0,0,0,0
banging bathroom floor,1,0,0,0,0,0,0,0
genital warts meds,1,1,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
lmfao dumbass,1,0,0,0,0,0,0,0
ufc fight,1,0,0,0,1,0,0,0
erection selections,1,0,0,0,0,0,0,0
beast,1,0,0,0,0,0,0,0
tropical dumbass,1,0,0,0,0,0,0,0
boobies,1,0,0,0,0,0,0,0
cocktail cruise,1,0,0,0,0,0,0,0
never running real fight,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0
bomb head,1,0,0,0,0,0,0,0
aot bombs,1,0,0,0,0,0,0,0
detailed foreskin cleaning,1,0,0,0,0,0,0,0
arrogant bastard,1,0,0,0,0,0,0,0
lil beast beast,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0
car bombs,1,0,0,0,0,0,0,0
genital enlargement,1,1,0,0,0,0,0,0
bitchin,1,0,0,0,0,0,0,0
kimmie bitchy breakfast,1,0,0,0,0,0,0,0
im adult,1,0,0,0,0,0,0,0
breast reduction,1,1,0,0,0,0,0,0
gay pods,1,0,0,0,0,0,0,0
da bomb,1,0,0,0,0,0,0,0
ya dumbass,1,0,0,0,0,0,0,0
breast reduction surgery,1,1,0,0,0,0,0,0
feeding fatass,1,0,0,0,0,0,0,0
breast implants,1,1,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
beauty beast dvd saturday recording mikeaddice,1,0,0,0,0,0,0,0
crotch blowout repair fund,1,0,0,0,0,0,0,0
sluts got ta eat,1,0,0,0,0,0,0,0
evening sexual innuendo,1,0,0,0,0,0,0,0
u bomb girl,1,0,0,0,0,0,0,0
strippers cabs,1,0,0,0,0,0,0,0
irish car bombs,1,0,0,0,0,0,0,0
j hook,1,0,0,0,0,0,0,0
bomb,1,0,0,0,0,0,0,0
biggest kiss asses game,1,0,0,0,0,0,0,0
lunch evanescence cocktail,1,0,0,0,0,0,0,0
beast,1,0,0,0,0,0,0,0
boobies,1,0,0,0,0,0,0,0
bomb,1,0,0,0,0,0,0,0
sexual fan fiction,1,0,0,0,0,0,0,0
crispy chicken lgbt,1,0,0,0,0,0,0,0
cold winds blow,1,0,0,0,0,0,0,0
hustler,1,0,0,0,0,0,0,0
stop bitchin,1,0,0,0,0,0,0,0
e gay qua,1,0,0,0,0,0,0,0
kratomic bombs,1,0,0,0,0,0,0,0
husky boy,1,0,0,0,0,0,0,0
old debt gay,1,0,0,0,0,0,0,0
hype beast,1,0,0,0,0,0,0,0
dudes bros flopping shots bombing greens,1,0,0,0,0,0,0,0
queer eye,1,0,0,0,0,0,0,0
adult stuff,1,0,0,0,0,0,0,0
hook em horns,1,0,0,0,0,0,0,0
sexual favors,1,0,0,0,0,0,0,0
exotic strippers,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
u gay,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0
strippers,1,0,0,0,0,0,0,0
big gay spaghetti,1,0,0,0,0,0,0,0
da bomb,1,0,0,0,0,0,0,0
bomb comfort food,1,0,0,0,0,0,0,0
burn,1,0,0,0,0,0,0,0
bomb food,1,0,0,0,0,0,0,0
alternative adult smokers,1,0,0,0,0,0,0,0
adult dinner,1,0,0,0,0,0,0,0
vegas bombs,1,0,0,0,0,0,0,0
kids boobies periods vaginas aka website,1,0,0,0,0,0,0,0
gay pay,1,0,0,0,0,0,0,0
real adult get checks eventually,1,0,0,0,0,0,0,0
brie bomb,1,0,0,0,0,0,0,0
oktoberfest babe,1,0,0,0,0,0,0,0
gay bku,1,0,0,0,0,0,0,0
gay cove,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
u da bomb diggity sorry late,1,0,0,0,0,0,0,0
adult diaper,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
gangsta life,1,0,0,0,0,0,0,0
za bra,1,0,0,0,0,0,0,0
quit bitching lil girl,1,0,0,0,0,0,0,0
ur dumbass,1,0,0,0,0,0,0,0
uber back bomb af quesadillas,1,0,0,0,0,0,0,0
breast milk,1,0,0,0,0,0,0,0
mom gay,1,0,0,0,0,0,0,0
always fight,1,0,0,0,0,0,0,0
sexual services,1,0,0,0,0,0,0,0
breast milk,1,0,0,0,0,0,0,0
fuk u 8d,1,0,0,0,0,0,0,0
129 bagel bought two weeks ago stop bitching,1,0,0,0,0,0,0,0
blow,1,0,0,0,0,0,0,0
davis needs gay bar,1,0,0,0,0,0,0,0
heart burn controll,1,0,0,0,0,0,0,0
prime hook,1,0,0,0,0,0,0,0
thanks bra,1,0,0,0,0,0,0,0
queer,1,0,0,0,0,0,0,0
sexual flavors,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
adult,1,0,0,0,0,0,0,0
adult dinner parties get expensive,1,0,0,0,0,0,0,0
sup dumbass,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
total bunga,1,0,0,0,0,0,0,0
da bomb,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
fuk,1,0,0,0,0,0,0,0
clean assholes,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
bomb weekend,1,0,0,0,0,0,0,0
bruh gay,1,0,0,0,0,0,0,0
bomb food best arcata,1,0,0,0,0,0,0,0
fatass ate entire bag popchips,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
queer,1,0,0,0,0,0,0,0
fatass,1,0,0,0,0,0,0,0
beast,1,0,0,0,0,0,0,0
dumbass bowling,1,0,0,0,0,0,0,0
hook,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
av club,1,0,0,0,0,0,0,0
fatass moments,1,0,0,0,0,0,0,0
fuk u letting pay,1,0,0,0,0,0,0,0
hook,1,0,0,0,0,0,0,0
fuk,1,0,0,0,0,0,0,0
showing control master inner chakras able gather enough ki within able blow moon spirit bomb,1,0,0,0,0,0,0,0
thank euro hook,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
hook,1,0,0,0,0,0,0,0
cocktail,1,0,0,0,0,0,0,0
pimp,1,0,0,0,0,0,0,0
blow,1,0,0,0,0,0,0,0
gay stuff,1,0,0,0,0,0,0,0
adult stuff,1,0,0,0,0,0,0,0
sexual healing,1,0,0,0,0,0,0,0
adult tings,1,0,0,0,0,0,0,0
jager bomb trinity,1,0,0,0,0,0,0,0
johns gay,1,0,0,0,0,0,0,0
dat arse,1,0,0,0,0,0,0,0
looking adult,1,0,0,0,0,0,0,0
strippers tip,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
brothel part deux,1,0,0,0,0,0,0,0
blueberry cigs fat bastard chardonnay,1,0,0,0,0,0,0,0
dumbass venmo last month cable,1,0,0,0,0,0,0,0
offense would die homo tho,1,0,0,0,0,0,0,0
10 adult 5 kids paid,1,0,0,0,0,0,0,0
lawn gay,1,0,0,0,0,0,0,0
strippers blow,1,0,0,0,0,0,0,0
dustin dumbass,1,0,0,0,0,0,0,0
dillashaw fight 2 2,1,0,0,0,0,0,0,0
helping blow,1,0,0,0,0,0,0,0
fight fight fight fight,1,0,0,0,0,0,0,0
keeping connection queer eye alive steady,1,0,0,0,0,0,0,0
brothel deposit,1,0,0,0,0,0,0,0
car bomb woody,1,0,0,0,0,0,0,0
adult tings,1,0,0,0,0,0,0,0
cocky,1,0,0,0,0,0,0,0
bioing summer fizzics bomb thanks much,1,0,0,0,0,0,0,0
hook,1,0,0,0,0,0,0,0
bomb pictures,1,0,0,0,0,0,0,0
beast bounty boys,1,0,0,0,0,0,0,0
gay stripper,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0
da bomb,1,0,0,0,0,0,0,0
pods bra,1,0,0,0,0,0,0,0
bitching fees,1,0,0,0,0,0,0,0
thanks mom partially ally,1,0,0,0,0,0,0,0
barf tee 50 shipping 7,1,0,0,0,0,0,0,0
wtf happened,1,0,0,0,0,0,0,0
option 1 adult medium thanks,1,0,0,0,0,0,0,0
ready adult,1,0,0,0,0,0,0,0
gay bars,1,0,1,0,0,0,0,0
gay festival,1,0,0,0,0,0,0,0
dj bombs,1,0,0,0,0,0,0,0
deep eddy bad decisions side heart burn,1,0,0,0,0,0,0,0
profound cocktail monday lunch vibe,1,0,0,0,0,0,0,0
sexual things,1,0,0,0,0,0,0,0
bra emoji sexist af,1,0,0,0,0,0,0,0
assholes live forever,1,0,0,0,0,0,0,0
beast,1,0,0,0,0,0,0,0
filipino breakfast,1,0,0,0,0,0,0,0
costco 100 pack arse wipes,1,0,0,0,0,0,0,0
da bomb,1,0,0,0,0,0,0,0
adult beverages phish tacos,1,0,0,0,0,0,0,0
ezzy dumbass,1,0,0,0,0,0,0,0
stop bitchin,1,0,0,0,0,0,0,0
fight club,1,0,0,0,0,0,0,0
adult juice,1,0,0,0,0,0,0,0
payment need local gym burn beer belly fat boy,1,0,0,0,0,0,0,0
tasty adult beverages,1,0,0,0,0,0,0,0
gay princes,1,0,0,0,0,0,0,0
gay boy,1,0,0,0,0,0,0,0
beast,1,0,0,0,0,0,0,0
hook,1,0,0,0,0,0,0,0
ur mom gay,1,0,0,0,0,0,0,0
pipe bomb,1,0,0,0,0,0,0,0
thx driving asses colorado gas money,1,0,0,0,0,0,0,0
live fast sail slow adult 102,1,0,0,0,0,0,0,0
50 dollars back dumbass,1,0,0,0,0,0,0,0
gym gay,1,0,0,0,0,0,0,0
bomb mule,1,0,0,0,0,0,0,0
dumbass xfinity bill,1,0,0,0,0,0,0,0
adult products,1,0,0,0,0,0,0,0
ubers bad decision town usa population dumb asses,1,0,0,0,0,0,0,0
sexual flavors,1,0,0,0,0,0,0,0
hook,1,0,0,0,0,0,0,0
husky,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
another bitchin sa experience,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
gay agenda,1,0,0,0,0,0,0,0
one small cheese one small super gay,1,0,0,0,0,0,0,0
fish hook,1,0,0,0,0,0,0,0
tahoe ya beast,1,0,0,0,0,0,0,0
bomb hair color,1,0,0,0,0,0,0,0
massage homo,1,0,0,0,0,0,0,0
bitchin beach weekend,1,0,0,0,0,0,0,0
dickhead,1,0,0,0,0,0,0,0
advance payment future services provided blow pig included,1,0,0,0,0,0,0,0
adult,1,0,0,0,0,0,0,0
sexual things,1,0,0,0,0,0,0,0
maybe bi,1,0,0,0,0,0,0,0
mount gay,1,0,0,0,0,0,0,0
beast mode smoothies,1,0,0,0,0,0,0,0
dat bomb p,1,0,0,0,0,0,0,0
r fat asses,1,0,0,0,0,0,0,0
dickhead,1,0,0,0,0,0,0,0
sexual deeds,1,0,0,0,0,0,0,0
throwing ur bra stage,1,0,0,0,0,0,0,0
gave bomb oral,1,0,0,0,0,0,0,0
burn baby burn,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
big gay duncan,1,0,0,0,0,0,0,0
adult,1,0,0,0,0,0,0,0
jordan dumbass,1,0,0,0,0,0,0,0
blow dolls,1,0,0,0,0,0,0,0
earl gay,1,0,0,0,0,0,0,0
burn,1,0,0,0,0,0,0,0
beauty beast rose moonstarfruit,1,0,0,0,0,0,0,0
manly things,1,0,0,0,0,0,0,0
u dah bomb,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0
jump table fight bigdenergy,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
dumbass charter,1,0,0,0,0,0,0,0
bomb asf add snap shanewill34,1,0,0,0,0,0,0,0
jo,1,0,0,0,0,0,0,0
driving asses home,1,0,0,0,0,0,0,0
fat asses,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
bead bomb,1,0,0,0,0,0,0,0
dumbass brother,1,0,0,0,0,0,0,0
dumbass love,1,0,0,0,0,0,0,0
blowjobs,1,0,0,0,0,0,0,0
driving like bad asses,1,0,0,0,0,0,0,0
pentatonix gay,1,0,0,0,0,0,0,0
strippers bachelor party,1,0,0,0,0,0,0,0
dickhead,1,0,0,0,0,0,0,0
dumbass sorry,1,0,0,0,0,0,0,0
sexual,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
adult arcade,1,0,0,0,0,0,0,0
adult responsibilities,1,0,0,0,0,0,0,0
gay bar,1,0,0,0,0,0,0,0
sucking adult,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
moovie boobies,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0
hummer limmo,1,0,0,0,0,0,0,0
kenny chesney gay,1,0,0,0,0,0,0,0
real gay,1,0,0,0,0,0,0,0
strippers,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0
scientology man bomb defusal,1,0,0,0,0,0,0,0
bigger boy,1,0,0,0,0,0,0,0
fo da gangbang,1,0,0,0,0,0,0,0
deposit wish could hook,1,0,0,0,0,0,0,0
hate adult,1,0,0,0,0,0,0,0
bombolini bomb,1,0,0,0,0,0,0,0
dumbass lol,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
sports bra,1,0,0,0,0,0,0,0
adult things,1,0,0,0,0,0,0,0
gay love,1,0,0,0,0,0,0,0
bombs away,1,0,0,0,0,0,0,0
bomb,1,0,0,0,0,0,0,0
edible condom indeed,1,0,0,0,0,0,0,0
tip strippers thanks g,1,0,0,0,0,0,0,0
max gay date,1,0,0,0,0,0,0,0
bjs,1,0,0,0,0,0,0,0
u r gay,1,0,0,0,0,0,0,0
dumbass,1,0,0,0,0,0,0,0
haha gay,1,0,0,0,0,0,0,0
mkn mlm,1,0,0,0,0,0,0,0
upstate brothel tour,1,0,0,0,0,0,0,0
fuk,1,0,0,0,0,0,0,0
u gay af,1,0,0,0,0,0,0,0
assholes,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
breast implants,1,0,0,0,0,0,0,0
queer,1,0,0,0,0,0,0,0
letting hook alex,1,0,0,0,0,0,0,0
marco dumbass,1,0,0,0,0,0,0,0
cuz dumbass,1,0,0,0,0,0,0,0
arse,1,0,0,0,0,0,0,0
babe,1,0,0,0,0,0,0,0
full real adult yet go buy andre,1,0,0,0,0,0,0,0
red hook,1,0,0,0,0,0,0,0
bug bombs,1,0,0,0,0,0,0,0
lips assholes,1,0,0,0,0,0,0,0
brazilian style strippers,1,0,0,0,0,0,0,0
strippers,1,0,0,0,0,0,0,0
dumbass tavern cover,1,0,0,0,0,0,0,0
midget strippers lol,1,0,0,0,0,0,0,0
ass cream,1,0,0,0,0,0,0,0
thanks banging thai booboo,1,0,0,0,0,0,0,0
twerk videos snap jahsbrown,1,0,0,0,0,0,0,0
strippers,1,0,0,0,0,0,0,0
brothel housing,1,0,0,0,0,0,0,0
bitching golfing,1,0,0,0,0,0,0,0
bra,1,0,0,0,0,0,0,0
sexual acts,1,0,0,0,0,0,0,0
make lessons,1,0,0,0,0,0,0,0
gay yet,1,0,0,0,0,0,0,0
sexual relations pt,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0
sluts,1,0,0,0,0,0,0,0
da bomb,1,0,0,0,0,0,0,0
pimp fees,1,0,0,0,0,0,0,0
bra day bed maleta,1,0,0,0,0,0,0,0
insomnia,0,1,0,0,0,0,0,0
prescription,0,1,0,0,0,0,0,0
stomach broken,0,1,0,0,0,0,0,0
abortion,0,1,0,0,0,0,0,0
wallet pain today maybe great go zara,0,1,0,0,0,0,0,0
cheers siblings wine views tummy ache,0,1,0,0,0,0,0,0
chlamydia relief donation,0,1,0,0,0,0,0,0
rash cream,0,1,0,0,0,0,0,0
allergy scare,0,1,0,0,0,0,0,0
aids,0,1,0,0,0,0,0,0
therapy,0,1,0,0,0,0,0,0
insomnia,0,1,0,0,0,0,0,0
mental therapy,0,1,0,0,0,0,0,0
stummy hurt,0,1,0,0,0,0,0,0
vomit etc,0,1,0,0,0,0,0,0
therapy x2,0,1,0,0,0,0,0,0
non cancer research,0,1,0,0,0,0,0,0
vaginal wart cream,0,1,0,0,0,0,0,0
abortion venmodollar,0,1,0,0,0,0,0,0
lisp therapy,0,1,0,0,0,0,0,0
pregnant,0,1,0,0,0,0,0,0
cancer,0,1,0,0,0,0,0,0
electro shock therapy,0,1,0,0,0,0,0,0
health clinic badge,0,1,0,0,0,0,0,0
hemorrhoid medication,0,1,0,0,0,0,0,0
doctor,0,1,0,0,0,0,0,0
realizing insomnia never requested ac bad,0,1,0,0,0,0,0,0
post trauma therapy,0,1,0,0,0,0,0,0
depression,0,1,0,0,0,0,0,0
ur depression,0,1,0,0,0,0,0,0
6919 rug doctor,0,1,0,0,0,0,0,0
special treatment,0,1,0,0,0,0,0,0
prescription co pay,0,1,0,0,0,0,0,0
virus,0,1,0,0,0,0,0,0
anxiety med,0,1,0,0,0,0,0,0
eye cream,0,1,0,0,0,0,0,0
maternal fee blood removal additional surcharge gang related activities,0,1,0,0,0,0,0,0
anxiety attack,0,1,0,0,0,0,0,0
rash,0,1,0,0,0,0,0,0
colon cancer,0,1,0,0,0,0,0,0
cancer ball,0,1,0,0,0,0,0,0
doctor food,0,1,0,0,0,0,0,0
katie cancer fundraiser,0,1,0,0,0,0,0,0
yay sports boo cancer,0,1,0,0,0,0,0,0
energy pill,0,1,0,0,0,0,0,0
bone,0,1,0,0,0,0,0,0
rash cream,0,1,0,0,0,0,0,0
cancer rally,0,1,0,0,0,0,0,0
window treatment thanks,0,1,0,0,0,0,0,0
therapy,0,1,0,0,0,0,0,0
medicine 7up,0,1,0,0,0,0,0,0
medication,0,1,0,0,0,0,0,0
hope enough medication,0,1,0,0,0,0,0,0
lung cancer,0,1,0,0,0,0,0,0
medication,0,1,0,0,0,0,0,0
1 medium rash guard,0,1,0,0,0,0,0,0
chad physical therapy,0,1,0,0,0,0,0,0
abortion,0,1,0,0,0,0,0,0
beats pill still working,0,1,0,0,0,0,0,0
bruise,0,1,0,0,0,0,0,0
hurt,0,1,0,0,0,0,0,0
therapy emotional damage caused boot,0,1,0,0,0,0,0,0
anxiety protocall2,0,1,0,0,0,0,0,0
treatment,0,1,0,0,0,0,0,0
health insurance,0,1,0,0,0,0,0,0
little late night medicine,0,1,0,0,0,0,0,0
fun dentist,0,1,0,0,0,0,0,0
asthma,0,1,0,0,0,0,0,0
therapy,0,1,0,0,0,0,0,0
insomnia ookies,0,1,0,0,0,0,0,0
team participating cancer rally need help support kids st jude,0,1,0,0,0,0,0,0
lung cancer,0,1,0,0,0,0,0,0
doctor,0,1,0,0,0,0,0,0
cough cough pass,0,1,0,0,0,0,0,0
colonoscopy,0,1,0,0,0,0,0,0
clinic,0,1,0,0,0,0,0,0
medicine,0,1,0,0,0,0,0,0
1965 patent filed birthing apparatus would spin pregnant women around much 7g baby flung centrifugal force,0,1,0,0,0,0,0,0
ointment,0,1,0,0,0,0,0,0
stummy hurt,0,1,0,0,0,0,0,0
look man said sorry hope helps nt know say anymore fault couch looks like urinal please stop giving silence treatment maybe one day laugh,0,1,0,0,0,0,0,0
congrats nurse jessie shots,0,1,0,0,0,0,0,0
aids,0,1,0,0,0,0,0,0
opiod prescription,0,1,0,0,0,0,0,0
obscene amount fried chicken cheese sauce diabetes camp,0,1,0,0,0,0,0,0
anxiety,0,1,0,0,0,0,0,0
giving canker sore,0,1,0,0,0,0,0,0
beats pill,0,1,0,0,0,0,0,0
lax clinic,0,1,0,0,0,0,0,0
stomach satisfied,0,1,0,0,0,0,0,0
asthma medicine 1500,0,1,0,0,0,0,0,0
feet hurt,0,1,0,0,0,0,0,0
mackell rash,0,1,0,0,0,0,0,0
cancer tournament,0,1,0,0,0,0,0,0
strawberry cough drop,0,1,0,0,0,0,0,0
cancer,0,1,0,0,0,0,0,0
alcoholism,0,1,1,0,0,0,0,0
aids,0,1,0,0,0,0,0,0
aids test,0,1,0,0,0,0,0,0
physical therapy,0,1,0,0,0,0,0,0
medication,0,1,0,0,0,0,0,0
diarrhea,0,1,0,0,0,0,0,0
nurse jacket,0,1,0,0,0,0,0,0
small pox vaccine,0,1,0,0,0,0,0,0
cough smells like strawberry,0,1,0,0,0,0,0,0
therapy,0,1,0,0,0,0,0,0
slightly painful,0,1,0,0,0,0,0,0
potential stomach ache,0,1,0,0,0,0,0,0
insomnia,0,1,0,0,0,0,0,0
hemorrhoid cream,0,1,0,0,0,0,0,0
lyme disease awareness prevention b,0,1,0,0,0,0,0,0
painless,0,1,0,0,0,0,0,0
doggy doctor,0,1,0,0,0,0,0,0
cancer rally,0,1,0,0,0,0,0,0
therapy,0,1,0,0,0,0,0,0
diabetes high blood pressure everything else good life,0,1,0,0,0,0,0,0
immunization certificate,0,1,0,0,0,0,0,0
asthma medicine,0,1,0,0,0,0,0,0
new allergy issue going rack,0,1,0,0,0,0,0,0
tooth 19 peds clinic,0,1,0,0,0,0,0,0
colon fell,0,1,0,0,0,0,0,0
skittle meds therapy surcharge,0,1,0,0,0,0,0,0
kenya clinic,0,1,0,0,0,0,0,0
conditioning treatment sorry delayed,0,1,0,0,0,0,0,0
vd medication assistance,0,1,0,0,0,0,0,0
allergy medicine reimbursement,0,1,0,0,0,0,0,0
big pharma withholding cure cancer,0,1,0,0,0,0,0,0
gas physical therapy,0,1,0,0,0,0,0,0
hope herpes clears,0,1,0,0,0,0,0,0
flea medicine kitties,0,1,0,0,0,0,0,0
cpr,0,1,0,0,0,0,0,0
anxiety,0,1,0,0,0,0,0,0
dentist,0,1,0,0,0,0,0,0
2 glossy gloss nangai oil dark circle treatment,0,1,0,0,0,0,0,0
cancer,0,1,0,0,0,0,0,0
dentist appointment,0,1,0,0,0,0,0,0
jeans day children hospital,0,1,0,0,0,0,0,0
brady dentist,0,1,0,0,0,0,0,0
ligma,0,1,0,0,0,0,0,0
therapy bubbles,0,1,0,0,0,0,0,0
curing depression,0,1,0,0,0,0,0,0
mermaid sperm,1,1,0,0,0,0,0,0
doctor visit medicine,0,1,0,0,0,0,0,0
minute clinic,0,1,0,0,0,0,0,0
joey gallo therapy sessions,0,1,0,0,0,0,0,0
doctor,0,1,0,0,0,0,0,0
breakfast caused diarrhea,0,1,0,0,0,0,0,0
rash cream hope clears soon,0,1,0,0,0,0,0,0
eds got aids,0,1,0,0,0,0,0,0
suture clinic,0,1,0,0,0,0,0,0
stomach,0,1,0,0,0,0,0,0
hiv treatment,0,1,0,0,0,0,0,0
alcoholism,0,1,1,0,0,0,0,0
cream remember rash,0,1,0,0,0,0,0,0
kids therapy appointments,0,1,0,0,0,0,0,0
crushed clock reparation treatment 3 clock special,0,1,0,0,0,0,0,0
full clinic,0,1,0,0,0,0,0,0
veterinarian bills,0,1,0,0,0,0,0,0
jacob dentist appointment,0,1,0,0,0,0,0,0
f cancer thanks amazing inspiration others fundraising right reasons,0,1,0,0,0,0,0,0
testicle cream,1,1,0,0,0,0,0,0
aptive quarterly termite treatment,0,1,0,0,0,0,0,0
doctor,0,1,0,0,0,0,0,0
juul addiction therapy,0,1,0,0,0,0,0,0
therapy,0,1,0,0,0,0,0,0
bought 2 drinks derwood job think reasonable pain still think,0,1,0,0,0,0,0,0
red room pain,0,1,0,0,0,0,0,0
herpes twice,0,1,0,0,0,0,0,0
herpes herpes,0,1,0,0,0,0,0,0
mondays clinic,0,1,0,0,0,0,0,0
physical therapy,0,1,0,0,0,0,0,0
cold flu,0,1,0,0,0,0,0,0
putting clinic,0,1,0,0,0,0,0,0
splint,0,1,0,0,0,0,0,0
get aids,0,1,0,0,0,0,0,0
prescription,0,1,0,0,0,0,0,0
medicine,0,1,0,0,0,0,0,0
doctor,0,1,0,0,0,0,0,0
birth control,0,1,0,0,0,0,0,0
toenail fungus cream,0,1,0,0,0,0,0,0
medicated cream rash,0,1,0,0,0,0,0,0
qbr therapy session,0,1,0,0,0,0,0,0
rash guard,0,1,0,0,0,0,0,0
colonoscopy,0,1,0,0,0,0,0,0
infusion freediving,0,1,0,0,0,0,0,0
rash cream davidpertosoff private parts,0,1,0,0,0,0,0,0
max preconversion hormonal therapy drugs covered insurance agreed loan money could start process,0,1,0,0,0,0,0,0
clinic,0,1,0,0,0,0,0,0
nurse joy,0,1,0,0,0,0,0,0
colon,0,1,0,0,0,0,0,0
rash ointment,0,1,0,0,0,0,0,0
stress therapy,0,1,0,0,0,0,0,0
cancer,0,1,0,0,0,0,0,0
reconstructive surgery,0,1,0,0,0,0,0,0
rash guards,0,1,0,0,0,0,0,0
pain,0,1,0,0,0,0,0,0
abortion,0,1,0,0,0,0,0,0
see doctor clear rash,0,1,0,0,0,0,0,0
bone marrow,0,1,0,0,0,0,0,0
ride abortion,0,1,0,0,0,0,0,0
dunkin iv injection,0,1,0,0,0,0,0,0
